,content,at,score
376,"Can't start game. Offer me update on every start, but game is up to date.",2021-09-27 18:02:54,1
377,Sensational,2021-04-18 18:38:12,4
378,Really fun game,2021-04-08 09:22:48,4
379,Sucks now updates are getting worse and you cant play,2021-09-27 14:44:20,1
380,Please fix the issue on multiple. It says error. And check the app if available update but ive updated already.,2022-02-19 13:39:08,1
381,Autoback problem.. uff this is so irritating,2022-01-01 11:03:03,1
382,"Well I still enjoy playing clash of clans but the clash of clans with global chat is more better, you can interact with other players, easier to find clans and friends but now it is really lacking",2021-12-07 11:01:47,2
383,Good entertainment🎭,2021-04-13 08:24:10,4
384,Fantastic game,2022-03-06 05:48:02,4
385,like it,2022-03-01 04:35:43,5
386,poli myr,2021-06-15 18:26:10,1
387,Good,2022-02-16 13:43:00,5
388,New update can't get into game,2021-09-27 13:39:00,1
389,Add more builders in home base...,2021-09-28 00:30:38,4
390,The app is not sending the code to my gmail when i try to log in my old account 😩,2022-02-06 07:21:24,3
391,Wow,2021-12-31 11:02:12,2
392,🔥,2022-03-03 21:21:29,5
393,I can't on coc why . I can't play,2021-08-08 12:06:04,2
394,"Poor customer service and support, already willing to give full details about my gmail to prove identity but still locked out my acc. Truly disappointed with the actions this guys have taken - Playing since 13 years old now 18",2021-11-11 07:35:02,1
395,Excellent app for satisfaction to build the own kingdom,2022-02-16 17:10:46,5
396,I think builder huts price... plz get down....,2022-02-16 14:29:22,5
397,Is ait,2022-02-16 15:29:04,4
398,Pls fix or remove that personal break thing. Getting personal break to prevent me from playing my clan war battles after logging in half minute ago is not fun.,2021-12-24 12:48:55,1
399,Wow,2020-12-10 16:21:19,4
400,To good,2021-06-15 09:18:17,3
401,How new update,2022-03-07 03:05:49,5
402,Pay to win 100,2021-02-15 00:58:22,1
403,Play for fun,2022-02-16 13:56:54,5
404,Lots of fun building up my city and raiding others . It's a great game for everyone.,2021-08-23 22:49:22,4
405,"I lost access to an account that was connected to supercell ID. Whenever I type the code it says ""ops something went wrong pleas try again later"". Well I dont have any internet issues & all my other accounts are working alright. I have used the ingame ""Contact us"" option but every time a bot shows up but it couldnt recover the account.I sent tons of mails to supercell regarding the issues none of them are giving any help.They ask you to use in game help & support which is itself not helping.",2021-03-10 12:54:48,1
406,very nice game,2022-02-17 12:31:01,5
407,لعبه بنت كتناكه ومبتشتغلش,2021-10-07 03:25:50,1
408,So much storage use,2021-06-15 10:04:29,1
409,only outstanding,2021-06-14 02:18:18,4
410,Why always returning home when I enter and load game fix this!! ASAP,2021-09-14 22:14:04,3
411,I like & hate sometimes,2022-03-03 13:38:35,5
412,Started playing 5 years ago still z best game,2021-03-13 10:13:32,4
413,nice game,2021-07-16 15:29:51,3
414,Yo Now There are some bugs in the game😿,2021-06-05 06:02:27,2
415,"Please fix the problem that I can't log in into it, this is my 2nd day that I can't open my coc, almost 5 minutes and waiting and he says connection problem even though I have good wifi /internet and when I retry it it loading so fast but the game will crash I can't tap or move my coc I will give you 5 star if you solve the problem thank you. Please message me if you want prof of my problem.",2022-01-31 04:16:03,1
416,Better game..time pass,2021-09-27 20:13:25,4
417,I love this game.,2022-02-18 06:01:05,5
418,I love this game 🎯🎯🎯🎯,2022-02-17 03:08:40,4
419,Keeps crashing,2021-06-22 00:01:33,1
420,Nice game Entertainment,2021-11-13 06:46:38,3
421,I love it,2021-04-24 06:16:55,4
422,I love it,2022-02-16 14:29:31,5
423,Too exciting,2022-01-22 05:01:47,4
424,Nur hasan,2022-01-24 05:25:06,5
425,Best attack statergy game . But take to much time for building to updates,2020-12-29 12:15:10,3
426,Good game . . . . . . . But it takes forever to update,2021-09-28 11:12:59,4
427,A very great game fully Time killer. Everyone should try,2021-01-10 12:02:50,3
428,Very good quality game 👍,2022-02-27 10:02:46,5
429,Reduce the upgrade time,2021-06-22 16:52:54,4
430,"It says update available, but when came to play store.. there is no update and can't play 🙁",2021-06-15 09:17:33,4
431,These is a amazing game,2022-02-16 20:56:17,5
432,Very very very very very good game . But my id Ak 47 @a was ban 😭😭😭😭,2022-01-24 06:57:48,5
433,Game is again and again reloading what this happening I don't know,2021-05-31 11:55:50,1
434,Cant load the new update ... So,2021-06-15 14:58:59,1
435,Upgrads needs lot of time,2021-10-10 07:13:44,1
436,Poor,2022-02-28 00:34:44,5
437,Excellent,2022-02-16 17:13:16,5
438,Pubg bann है इस लिए खेल रहे है ।,2020-12-08 17:04:51,1
439,Finally i upgraded to th 14🤩 ..che che....😂,2021-04-12 11:25:27,4
440,After update.. cannot play. Blank screen..,2021-07-30 08:29:09,1
441,Ang bobo puta di makalaro ng ayos tangina nag rereconnecting lagi bobo puta,2021-12-04 12:10:00,1
442,Good game all over the board,2022-02-02 01:21:26,5
443,"This game is very high And this game not sport on My mobile , thet's why I was uninstall this game.... #Dear server plz refresh your app And clean right now.....",2021-04-14 04:10:23,1
444,More consuming Internet network,2021-02-04 15:51:32,1
445,Good game,2020-12-19 06:26:07,1
446,Very bad game cheeeeeeeeeeeeee,2021-08-27 03:14:34,1
447,Excellent,2022-02-16 17:16:17,5
448,Popo,2021-06-15 09:19:48,3
449,Antuz ahamm,2021-10-15 11:08:37,1
450,Good game,2022-02-04 23:01:11,5
451,very interesting game it is I love this game really,2021-10-21 16:36:19,4
452,my game for years 🖤,2022-02-26 08:19:19,5
453,Los tiempo de mejora son demasiado largo y muchas veces se tienen todos los constructores y muchos recursos deberían de bajar un poco los tiempo de mejora de los edificios por lo menos,2021-09-06 23:24:04,4
454,Saykul,2022-01-27 08:17:25,1
455,Mm,2022-02-17 17:21:10,5
456,Excellent Game,2022-02-08 18:30:19,5
457,Love,2022-02-18 12:37:17,5
458,To long waiting time for training but good game,2021-11-12 11:43:19,4
459,lovely game that i am playing this game now after 7 years,2022-02-16 13:23:39,5
460,"cant log in, i need the verification code, been waiting whole day from that email, still havent receive it from my email..",2021-09-25 10:22:49,4
461,Lab yah,2022-01-20 03:29:17,5
462,"Cant play this once I set up supercell id, that thing keep asking for a verification code but i never got one on email, now I cant play it for more than 9 months because of it, and no one wont do a thing about it I have been playing it for 5 years, it sucks..",2021-01-06 00:04:25,1
463,Best game,2022-02-17 05:18:54,5
464,I played since 9 years,2022-03-11 15:33:51,5
465,This game is awsome and iam playing this game since 2015 and never get bored.,2022-02-18 04:02:28,4
466,I cannot open the game after the update....Please fix it quickly....,2021-05-26 12:23:23,1
467,Superb game but 1 biggest problem of the game is that in builder base Example I am in attack and opponent has completed his attack by 72% and I don't know about percent and time of opponent has done and I am still attacking I have got a chance to complete hundred percent I have only giants and it will take too late if I got to know what is the percentage and time of opponent has done his attack in I can end battle and come and save my time and also of opponentstime he and me can goto another,2022-02-25 07:51:06,5
468,Good,2022-02-09 20:22:52,5
469,My game is not open showing loading But not load and back solve the problem Super cell,2022-02-14 08:10:41,1
470,网卡垃圾,2021-07-11 08:07:28,1
471,Boring game,2021-01-12 05:45:04,3
472,#wewantglobalchat,2021-12-24 22:51:49,1
473,osm,2022-02-18 09:41:32,5
474,Game loading time is very high,2021-11-30 17:29:35,1
475,supercell should give some skin free for an event😐 and scenery also,2021-09-02 12:11:39,4
476,It says new update available but when i get onto playstore the only option given is Uninstall or play. I have a samsung galaxy A32. Assit plz,2021-09-27 15:55:48,1
477,I love this pls uptated,2022-02-26 11:49:23,5
478,گود,2022-02-24 14:18:05,5
479,excelent game I've been play a year love you,2022-02-16 22:47:59,5
480,nice game,2021-03-07 01:34:39,3
481,I feel good when I'm playing this game!,2022-03-07 17:28:34,5
482,Good,2021-06-15 11:24:26,4
483,best,2021-02-20 07:19:44,1
484,Amazing 🤩🤩🤩,2022-02-20 18:12:00,5
485,The Clash of Clans is crash the app and it is not opening in the new update and I have my good connection but some glitches,2021-08-13 07:19:26,1
486,It is crashing too many times I lost too many trophies when I going to contact with developer they told me to contact from game i am cannot able to open the game how could i contact them?It is a good game and after every update it crashes a lot of time,2021-04-13 17:57:55,2
487,Upgrading troops and walls are higher in value,2021-06-19 05:33:19,2
488,I like the game,2021-09-12 20:14:42,1
489,It's a amazing game,2022-02-17 09:11:36,5
490,Add a new troop after wizards,2022-03-01 06:07:59,3
491,Good game,2021-10-02 18:47:08,1
492,Gg,2021-09-30 16:11:30,4
493,"This game is good and i have been playing for 4 yeras but, after update it not running smooth and always recommending wifi symbol even where there is good network conditions. My humble request to fix it immediately as possible.",2022-01-04 19:21:01,2
494,Noice,2022-03-13 23:10:44,5
495,Why do i still se players who are not my friend online in my friend list,2021-01-10 08:59:58,3
496,Nice game ever and ever,2022-02-17 13:35:23,5
497,Bad,2022-03-04 04:06:22,1
498,"New update, will not allow to play game. Just loads and goes around and around.",2022-02-16 17:09:45,2
499,Played this game in 2017 came back and still love it,2022-03-03 20:43:56,5
500,I am giving it 4 stars because whenever I go into clash of clans it goes back..... 🙏🙏 fix this problem plz plz,2021-12-15 15:27:50,4
501,Hi TJ hi in go in go in go in fig go if to ye go to go to the g Nj,2021-08-08 12:48:11,3
502,It's nice and it's addicting than Mobile Legends,2021-03-24 02:32:51,4
503,"After 2021 Christmas update game didn't function properly for me, it wouldn't load or if it did, it would crash suddenly. As of Feb 2022 it's still not perfect but it's obvious that supercell is trying to rectify these issues.",2022-02-22 13:30:48,4
504,I have been playing this game for years and it stop working,2021-10-30 05:15:05,3
505,I love coc,2022-03-04 06:40:19,5
506,I have been playing this game from 2 years...and still playing it a lot. Its addictive Now its more than 4 years,2022-02-16 16:58:47,5
507,Help and support doesn't actually helps in need,2021-06-02 04:14:50,1
508,"Love this game, wish the walls weren't so expensive though, I am active daily and it always fun to play, maybe if we could upgrade builder huts that would be nice. Thanks",2021-06-05 00:19:34,4
509,Clash of clans kuta hai,2022-02-17 10:50:17,5
510,Nice,2022-02-17 06:37:25,5
511,So so long,2021-04-27 11:27:00,2
512,Interesting game.,2021-06-16 14:18:58,3
513,Time wasting game i waste so many time 😢😢😢 please do not download game recommendation to under 18 children do not download please learn carefully do not waste time,2021-06-07 16:58:38,2
514,Good job,2021-04-06 06:38:40,4
515,This is the best game ever made I love playing this game,2022-01-23 08:57:53,5
516,All things are good except time taken for upgradation is too long...,2021-04-13 05:15:42,4
517,Gd,2021-03-06 06:15:43,4
518,I LOVE THIS GAME,2022-01-28 09:53:12,4
519,Nice,2022-02-16 15:16:13,5
520,Good,2022-01-27 11:46:08,5
521,C7,2021-10-13 13:34:40,1
522,Worst game.. Poor matchmaking in clan war league.. My town hall level is 9 and opponent th level 12 in clan war league... How is it? Are you mad? Stupid app,2020-12-15 18:31:00,1
523,Nice,2022-02-26 22:28:12,5
524,It took large space,2021-05-23 13:11:34,2
525,Nice 🙂🙂,2022-03-01 13:25:50,5
526,Gangster and the same way as a good time 8,2021-10-19 15:52:17,1
527,I hate server maintanence break,2022-02-16 13:22:18,1
528,Please give back global chat,2021-04-12 14:13:51,1
529,Cool game but i can't open my old account,2022-01-20 13:04:57,4
530,Good game👍,2021-07-19 18:43:33,4
531,I tried to log in and it is giving me that there is anew version and I should update then when I'm pushing update its taking me to play store but there is no update choice only play or unstall... so I can't open the game and I can't update ... please help me ...,2022-02-16 18:59:27,3
532,I loved coc at first but builder base destroyed it.,2021-09-27 12:59:40,4
533,I like the game been addicted to it for a long time it's so fun.,2022-02-18 03:22:20,5
534,Coc,2022-03-08 07:50:13,5
535,Jai pubg 😂😂😂,2022-03-03 16:27:36,5
536,Gg,2022-03-10 16:38:06,5
537,I opted for the update and now I can't get in to my account,2022-02-16 15:17:28,3
538,cool,2021-10-20 15:14:39,3
539,Town hall 13 challenge please give,2021-05-06 07:31:35,3
540,This is very good game.I like this game,2021-07-23 01:34:01,4
541,It's been 9years to play this game and I love it.,2022-02-06 12:25:01,5
542,Very long time.. not good.. very very bad..,2021-06-18 13:02:44,1
543,Mapanget yellow yung ulo,2021-06-10 07:54:52,1
544,"I can't connect to the game, it keeps showing that I don't have an internet connection when it does and I can play other online games smoothly. No matter what I do it doesn't work, you game sucks.",2022-01-07 11:00:47,1
545,រយោថហ,2021-10-12 09:53:44,1
546,အရမ္းေကာင္းတယ္,2022-03-05 11:38:27,5
547,i love the game.,2022-03-03 11:12:50,5
