account number;name;sku;quantity;unit price;ext price;date
642753;Pollich LLC;S2-34077;13;44.67;580.71;27.11.2014 9:21
218895;Kulas Inc;B1-50809;1;39.82;39.82;27.11.2014 19:19
307599;Kassulke, Ondricka and Metz;B1-20000;22;32.11;706.42;27.11.2014 22:22
141962;Herman LLC;B1-53636;37;58.53;2165.61;28.11.2014 0:32
218895;Kulas Inc;S2-77896;4;20.79;83.16;28.11.2014 1:22
146832;Kiehn-Spinka;B1-53636;2;90.41;180.82;28.11.2014 12:39
527099;Sanford and Sons;B1-53636;33;89.77;2962.41;28.11.2014 12:48
642753;Pollich LLC;S2-23246;5;42.55;212.75;28.11.2014 19:53
424914;White-Trantow;B1-69924;37;42.77;1582.49;29.11.2014 14:29
383080;Will LLC;B1-69924;9;78.44;705.96;29.11.2014 15:08
737550;Fritsch, Russel and Anderson;B1-38851;11;49.48;544.28;29.11.2014 23:13
688981;Keeling LLC;S2-10342;6;76.88;461.28;30.11.2014 5:35
737550;Fritsch, Russel and Anderson;B1-69924;30;20.21;606.3;30.11.2014 16:52
786968;Frami, Hills and Schmidt;B1-38851;33;47.73;1575.09;30.11.2014 20:07
688981;Keeling LLC;S2-82423;5;49.06;245.3;30.11.2014 22:43
688981;Keeling LLC;B1-69924;13;79.02;1027.26;30.11.2014 23:54
714466;Trantow-Barrows;S1-82801;3;77.97;233.91;01.12.2014 20:15
146832;Kiehn-Spinka;S2-23246;37;57.81;2138.97;02.12.2014 20:00
218895;Kulas Inc;S2-77896;30;77.44;2323.2;03.12.2014 4:43
141962;Herman LLC;B1-53102;20;26.дек;522.4;03.12.2014 6:05
642753;Pollich LLC;B1-53636;19;71.21;1352.99;03.12.2014 14:17
729833;Koepp Ltd;B1-33087;49;96.09;4708.41;03.12.2014 15:38
642753;Pollich LLC;B1-53636;28;84.94;2378.32;03.12.2014 18:55
146832;Kiehn-Spinka;S2-00301;-1;54.02;-54.02;04.12.2014 6:42
257198;Cronin, Oberbrunner and Spencer;S2-77896;40;57.97;2318.8;04.12.2014 10:10
257198;Cronin, Oberbrunner and Spencer;S2-78676;31;55.18;1710.58;04.12.2014 14:31
642753;Pollich LLC;B1-05914;13;42.9;557.7;04.12.2014 16:02
729833;Koepp Ltd;B1-20000;6;54.26;325.56;05.12.2014 5:06
642753;Pollich LLC;B1-69924;33;86.31;2848.23;05.12.2014 18:46
737550;Fritsch, Russel and Anderson;B1-69924;29;58.03;1682.87;05.12.2014 20:26
307599;Kassulke, Ondricka and Metz;B1-65551;26;63.17;1642.42;06.12.2014 2:59
146832;Kiehn-Spinka;S1-06532;36;53.04;1909.44;06.12.2014 7:08
688981;Keeling LLC;S1-93683;45;70.06;3152.7;06.12.2014 13:15
642753;Pollich LLC;S1-50961;23;80.91;1860.93;06.12.2014 17:16
383080;Will LLC;B1-33364;46;93.5;4301;06.12.2014 18:27
672390;Kuhn-Gusikowski;S1-50961;8;92.19;737.52;07.12.2014 6:03
786968;Frami, Hills and Schmidt;S1-65481;49;30.33;1486.17;07.12.2014 11:34
424914;White-Trantow;S1-47412;16;65.58;1049.28;07.12.2014 15:15
141962;Herman LLC;B1-33087;28;38.28;1071.84;07.12.2014 22:55
218895;Kulas Inc;S2-77896;12;56.57;678.84;07.12.2014 23:42
688981;Keeling LLC;B1-69924;23;91.84;2112.32;08.12.2014 11:53
714466;Trantow-Barrows;S1-30248;34;26.96;916.64;08.12.2014 16:23
604255;Halvorson, Crona and Champlin;S1-93683;13;61.88;804.44;08.12.2014 19:57
786968;Frami, Hills and Schmidt;S2-00301;46;93.77;4313.42;08.12.2014 22:55
412290;Jerde-Hilpert;B1-04202;22;34.65;762.3;09.12.2014 3:04
737550;Fritsch, Russel and Anderson;B1-65551;9;84.64;761.76;09.12.2014 5:43
714466;Trantow-Barrows;B1-69924;10;99.61;996.1;09.12.2014 12:13
424914;White-Trantow;B1-86481;46;28.89;1328.94;09.12.2014 13:03
714466;Trantow-Barrows;S1-47412;49;60.05;2942.45;09.12.2014 21:18
740150;Barton LLC;S2-10342;28;77.48;2169.44;09.12.2014 22:48
146832;Kiehn-Spinka;S2-83881;3;93.96;281.88;10.12.2014 7:57
383080;Will LLC;S2-11481;31;46.44;1439.64;10.12.2014 21:19
786968;Frami, Hills and Schmidt;S2-78676;5;44.85;224.25;10.12.2014 22:21
604255;Halvorson, Crona and Champlin;S2-11481;20;42.09;841.8;11.12.2014 2:39
786968;Frami, Hills and Schmidt;S1-06532;46;46.31;2130.26;11.12.2014 6:26
239344;Stokes LLC;B1-05914;37;16.май;610.5;11.12.2014 18:34
307599;Kassulke, Ondricka and Metz;S2-11481;8;11.янв;88.08;12.12.2014 0:29
740150;Barton LLC;S2-16558;25;17.65;441.25;12.12.2014 1:41
424914;White-Trantow;S1-82801;21;95.75;2010.75;12.12.2014 3:31
412290;Jerde-Hilpert;S2-10342;35;65.68;2298.8;12.12.2014 4:28
672390;Kuhn-Gusikowski;B1-38851;35;86.12;3014.2;12.12.2014 7:02
729833;Koepp Ltd;S2-78676;12;40.66;487.92;12.12.2014 10:38
383080;Will LLC;B1-33364;27;54.35;1467.45;12.12.2014 13:44
412290;Jerde-Hilpert;B1-53636;27;29.75;803.25;12.12.2014 16:30
383080;Will LLC;B1-65551;17;35;595;12.12.2014 16:50
786968;Frami, Hills and Schmidt;S2-00301;17;83.59;1421.03;12.12.2014 18:31
642753;Pollich LLC;S1-47412;34;78.97;2684.98;13.12.2014 2:13
737550;Fritsch, Russel and Anderson;S2-23246;45;87.63;3943.35;13.12.2014 7:09
714466;Trantow-Barrows;S2-83881;8;26.май;212;13.12.2014 14:40
218895;Kulas Inc;B1-20000;12;44.9;538.8;13.12.2014 16:18
141962;Herman LLC;S2-10342;30;39.04;1171.2;13.12.2014 23:36
737550;Fritsch, Russel and Anderson;B1-33364;38;85.07;3232.66;14.12.2014 1:08
688981;Keeling LLC;S1-30248;30;31.79;953.7;14.12.2014 4:51
163416;Purdy-Kunde;B1-33087;49;40.91;2004.59;14.12.2014 16:58
672390;Kuhn-Gusikowski;S1-65481;9;72.82;655.38;15.12.2014 18:35
146832;Kiehn-Spinka;S1-93683;13;71.48;929.24;15.12.2014 22:24
604255;Halvorson, Crona and Champlin;S1-82801;3;30.сен;92.7;16.12.2014 5:36
714466;Trantow-Barrows;B1-69924;39;95.19;3712.41;16.12.2014 12:20
141962;Herman LLC;S2-16558;10;82.95;829.5;16.12.2014 12:40
412290;Jerde-Hilpert;S1-27722;12;29.21;350.52;16.12.2014 18:50
218895;Kulas Inc;B1-33087;46;22;1012;16.12.2014 21:13
737550;Fritsch, Russel and Anderson;S1-93683;18;67.54;1215.72;16.12.2014 23:12
527099;Sanford and Sons;S1-27722;27;41.9;1131.3;17.12.2014 20:59
146832;Kiehn-Spinka;B1-53102;4;49.38;197.52;18.12.2014 0:03
424914;White-Trantow;S2-83881;5;88.19;440.95;18.12.2014 0:46
307599;Kassulke, Ondricka and Metz;S1-82801;30;54.3;1629;18.12.2014 8:17
146832;Kiehn-Spinka;S2-34077;43;81.18;3490.74;18.12.2014 8:52
737550;Fritsch, Russel and Anderson;S2-77896;5;97.4;487;18.12.2014 12:32
688981;Keeling LLC;S1-27722;24;67.61;1622.64;18.12.2014 20:38
383080;Will LLC;S2-10342;45;66.52;2993.4;19.12.2014 1:41
239344;Stokes LLC;S2-16558;9;26.72;240.48;19.12.2014 13:54
688981;Keeling LLC;B1-05914;44;85.84;3776.96;19.12.2014 17:45
307599;Kassulke, Ondricka and Metz;S1-27722;2;98.43;196.86;19.12.2014 20:55
604255;Halvorson, Crona and Champlin;B1-50809;19;дек.23;232.37;20.12.2014 0:31
141962;Herman LLC;S1-65481;20;42.28;845.6;20.12.2014 9:11
527099;Sanford and Sons;S1-50961;42;24.29;1020.18;20.12.2014 16:49
688981;Keeling LLC;S2-34077;17;45.88;779.96;21.12.2014 7:54
412290;Jerde-Hilpert;B1-33087;33;82.64;2727.12;21.12.2014 8:48
146832;Kiehn-Spinka;S2-34077;41;90.07;3692.87;22.12.2014 2:20
257198;Cronin, Oberbrunner and Spencer;S2-34077;33;71.59;2362.47;22.12.2014 2:46
642753;Pollich LLC;S1-93683;10;47.67;476.7;22.12.2014 10:18
218895;Kulas Inc;S1-50961;35;35.69;1249.15;22.12.2014 14:58
786968;Frami, Hills and Schmidt;B1-33087;44;46.49;2045.56;22.12.2014 17:18
729833;Koepp Ltd;B1-65551;40;53.9;2156;22.12.2014 23:25
257198;Cronin, Oberbrunner and Spencer;B1-50809;6;28.73;172.38;23.12.2014 7:53
218895;Kulas Inc;S2-00301;-1;63.08;-63.08;23.12.2014 8:29
218895;Kulas Inc;S2-00301;9;40.83;367.47;23.12.2014 8:44
786968;Frami, Hills and Schmidt;S1-30248;48;33.79;1621.92;24.12.2014 7:10
740150;Barton LLC;B1-53102;3;54.07;162.21;24.12.2014 7:16
729833;Koepp Ltd;B1-86481;43;26.47;1138.21;24.12.2014 9:50
239344;Stokes LLC;B1-05914;46;82.07;3775.22;24.12.2014 18:04
729833;Koepp Ltd;S1-50961;24;13;312;24.12.2014 19:33
141962;Herman LLC;B1-05914;7;32;224;24.12.2014 22:54
307599;Kassulke, Ondricka and Metz;S1-50961;9;96.54;868.86;25.12.2014 0:04
163416;Purdy-Kunde;S1-30248;42;43.69;1834.98;25.12.2014 1:22
146832;Kiehn-Spinka;S1-82801;26;85.59;2225.34;25.12.2014 3:48
163416;Purdy-Kunde;S2-77896;9;23.58;212.22;25.12.2014 6:14
672390;Kuhn-Gusikowski;S2-83881;11;50.25;552.75;26.12.2014 6:53
729833;Koepp Ltd;S1-47412;31;85.9;2662.9;26.12.2014 8:30
688981;Keeling LLC;S2-82423;15;56.64;849.6;26.12.2014 13:18
737550;Fritsch, Russel and Anderson;B1-04202;6;58.78;352.68;26.12.2014 18:31
424914;White-Trantow;S2-00301;-1;22.99;-22.99;27.12.2014 7:14
257198;Cronin, Oberbrunner and Spencer;S1-50961;5;89.19;445.95;28.12.2014 9:19
786968;Frami, Hills and Schmidt;S1-47412;39;49.46;1928.94;28.12.2014 10:11
239344;Stokes LLC;S1-93683;47;25.48;1197.56;28.12.2014 13:21
604255;Halvorson, Crona and Champlin;B1-86481;40;23.23;929.2;29.12.2014 13:32
257198;Cronin, Oberbrunner and Spencer;S2-77896;19;33.18;630.42;29.12.2014 14:23
714466;Trantow-Barrows;B1-53102;32;34.71;1110.72;29.12.2014 17:43
146832;Kiehn-Spinka;S1-50961;27;95.9;2589.3;30.12.2014 2:25
786968;Frami, Hills and Schmidt;B1-86481;8;74.01;592.08;30.12.2014 12:38
737550;Fritsch, Russel and Anderson;S1-06532;12;55.8;669.6;30.12.2014 13:38
786968;Frami, Hills and Schmidt;S1-06532;37;13.14;486.18;30.12.2014 21:42
239344;Stokes LLC;S2-10342;14;38.75;542.5;30.12.2014 22:45
642753;Pollich LLC;S2-82423;3;65.97;197.91;31.12.2014 10:36
383080;Will LLC;S2-00301;38;46.44;1764.72;31.12.2014 12:48
